split,scope,speed_bin_mps,snr_db,n,mean_true_speed_mps,position_rmse_m,velocity_rmse_mps,velocity_error_median_mps,velocity_error_p95_mps,n_ge2bs,position_rmse_m_ge2bs,velocity_rmse_mps_ge2bs,velocity_error_over_speed_median,velocity_error_over_speed_p95,direction_angle_median_deg,direction_flip_fraction
train,overall,"[1,2)",5.0,1156,1.4861689500232909,0.05742513880145614,0.11874014339505656,0.09389703550568984,0.21058651588982896,1156,0.05742513880145614,0.11874014339505656,,,,
train,overall,"[1,2)",10.0,1156,1.4861689500232909,0.03235424094012852,0.06681896599529802,0.052826319936976875,0.11850078566868133,1156,0.03235424094012852,0.06681896599529802,,,,
train,overall,"[2,5)",-10.0,3771,3.596263715857706,0.31296877579111765,0.6780719787802924,0.5322186009747467,1.2262326203012746,3771,0.31296877579111765,0.6780719787802924,0.1491703881124435,0.38347787060789856,2.3687372758485377,0.0
train,overall,"[2,5)",-5.0,3771,3.596263715857706,0.1759774879440844,0.381262202564771,0.2988793671812138,0.6903348087387413,3771,0.1759774879440844,0.381262202564771,0.08379858129186991,0.215962194707832,1.3244325488874078,0.0
train,overall,"[2,5)",0.0,3771,3.596263715857706,0.09897175909946158,0.21439856804812493,0.16806993617171714,0.3884169821433461,3771,0.09897175909946158,0.21439856804812493,0.04718210978485503,0.12139182773407281,0.7498840811351477,0.0
train,overall,"[2,5)",5.0,3771,3.596263715857706,0.05568842954108939,0.12058725147479706,0.09449609309567641,0.21842120536221132,3771,0.05568842954108939,0.12058725147479706,0.02650474913875751,0.0682472577624243,0.4238720650734161,0.0
train,overall,"[2,5)",10.0,3771,3.596263715857706,0.031376320361051764,0.06785762845488909,0.053146748932618594,0.12289658730355997,3771,0.031376320361051764,0.06785762845488909,0.014915786876125735,0.038395483690899186,0.23877391568199188,0.0
train,overall,"[5,10)",-10.0,9176,7.676309122534604,0.34658856106478336,0.7268115154843635,0.5550455142371806,1.300103888628676,9129,0.33506669478414874,0.72647917417487,0.07359516738975333,0.1802638912216793,1.1717340050009897,0.0
train,overall,"[5,10)",-5.0,9176,7.676309122534604,0.19491574308742005,0.4101439836377178,0.3129738132461737,0.7348305313137287,9129,0.18843617958649644,0.40855382343312374,0.0415346690426386,0.10150476217255397,0.6585108156186832,0.0
train,overall,"[5,10)",0.0,9176,7.676309122534604,0.10963424568787941,0.2331316458601196,0.1760846855567127,0.41637255527057293,9129,0.10598878629003204,0.2297692508300406,0.023343673070018008,0.05786598926814321,0.3701906502319469,0.0
train,overall,"[5,10)",5.0,9176,7.676309122534604,0.06169463165728291,0.1354157795517599,0.09905395959280246,0.23557300024618236,9129,0.05964112345047901,0.1292397626454482,0.0131316738580529,0.03294658145948206,0.20808790854964354,0.0
train,overall,"[5,10)",10.0,9176,7.676309122534604,0.034767494614928285,0.0833507235655886,0.055740372120331914,0.1325995389986851,9129,0.033606290113582016,0.07272904788841468,0.007388752945038782,0.01853939392498134,0.11749458840187064,0.0
train,overall,"[10,20)",-10.0,20059,15.602128748104734,0.5445637652274768,1.0078539734541652,0.6680851115863851,2.0072377457914192,18810,0.4277820471427878,0.8818132471588769,0.043466284493554344,0.1365561392198905,0.7474431111107948,0.0
train,overall,"[10,20)",-5.0,20059,15.602128748104734,0.3062365662988598,0.7102430825717058,0.376281073363702,1.3749762371006342,18810,0.2405401493655707,0.4958563860605846,0.02445076176851202,0.0917905041572204,0.4206099375507141,0.0
train,overall,"[10,20)",0.0,20059,15.602128748104734,0.17225352013849754,0.5855321546916621,0.2115489278823056,1.1300128301813144,18810,0.13528617702295867,0.2788505709423476,0.013751963341038976,0.08049115147944481,0.23643026862332092,0.0
