selection,seed,validation_split,origin,snr_db,gnn_epoch,relation_D_epoch,ade_targets,fde_targets,gnn_ADE,relation_D_ADE,delta_ADE_relation_minus_gnn,gnn_FDE,relation_D_FDE,delta_FDE_relation_minus_gnn,gnn_scene_J,relation_D_scene_J,delta_scene_J_relation_minus_gnn,gnn_source,relation_D_source
best_J,2026,V_select,7,20,97,85,8,8,1.041904330253601,1.0425539016723633,0.000649571418762207,2.1707217693328857,2.0505924224853516,-0.12012934684753418,2.127265214920044,2.067850112915039,-0.05941510200500488,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,8,5,97,85,8,8,1.1106486320495605,1.4041974544525146,0.2935488224029541,2.0248916149139404,2.2719898223876953,0.24709820747375488,2.1230944395065308,2.5401923656463623,0.41709792613983154,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,8,10,97,85,8,8,1.1075581312179565,1.3932826519012451,0.2857245206832886,2.022047281265259,2.255807399749756,0.23376011848449707,2.118581771850586,2.521186351776123,0.4026045799255371,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,8,15,97,85,8,8,1.1075026988983154,1.3933457136154175,0.28584301471710205,2.0208382606506348,2.255859375,0.23502111434936523,2.117921829223633,2.5212754011154175,0.40335357189178467,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,8,20,97,85,8,8,1.1075527667999268,1.39332115650177,0.28576838970184326,2.021070957183838,2.255776882171631,0.23470592498779297,2.1180882453918457,2.5212095975875854,0.40312135219573975,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,9,5,97,85,8,8,0.821289598941803,0.967555046081543,0.14626544713974,1.575653076171875,1.7011041641235352,0.12545108795166016,1.6091161370277405,1.8181071281433105,0.20899099111557007,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,9,10,97,85,8,8,0.8203754425048828,0.9682000875473022,0.14782464504241943,1.5743446350097656,1.7027125358581543,0.12836790084838867,1.6075477600097656,1.8195563554763794,0.21200859546661377,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,9,15,97,85,8,8,0.8215095400810242,0.969013512134552,0.14750397205352783,1.5760815143585205,1.7034800052642822,0.12739849090576172,1.6095502972602844,1.8207535147666931,0.2112032175064087,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,9,20,97,85,8,8,0.8197898864746094,0.9671879410743713,0.14739805459976196,1.5743074417114258,1.7005574703216553,0.1262500286102295,1.6069436073303223,1.817466676235199,0.2105230689048767,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,10,5,97,85,8,8,0.957474410533905,1.0219510793685913,0.06447666883468628,1.873108148574829,1.7810072898864746,-0.09210085868835449,1.8940284848213196,1.9124547243118286,0.018426239490509033,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,10,10,97,85,8,8,0.9575324654579163,1.022550106048584,0.06501764059066772,1.873390555381775,1.7813197374343872,-0.0920708179473877,1.8942277431488037,1.9132099747657776,0.018982231616973877,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,10,15,97,85,8,8,0.9574551582336426,1.0226370096206665,0.06518185138702393,1.8732930421829224,1.781632661819458,-0.09166038036346436,1.8941016793251038,1.9134533405303955,0.019351661205291748,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,10,20,97,85,8,8,0.9575424194335938,1.0222840309143066,0.06474161148071289,1.873833179473877,1.7808732986450195,-0.09295988082885742,1.8944590091705322,1.9127206802368164,0.01826167106628418,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,11,5,97,85,8,8,0.9534310102462769,1.3727556467056274,0.4193246364593506,2.0130014419555664,2.6248979568481445,0.6118965148925781,1.95993173122406,2.6852046251296997,0.7252728939056396,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,11,10,97,85,8,8,0.9557933807373047,1.3701977729797363,0.41440439224243164,2.010530948638916,2.618023633956909,0.6074926853179932,1.9610588550567627,2.679209589958191,0.7181507349014282,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,11,15,97,85,8,8,0.9556586742401123,1.370218276977539,0.41455960273742676,2.0105228424072266,2.6178462505340576,0.607323408126831,1.9609200954437256,2.679141402244568,0.7182213068008423,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,11,20,97,85,8,8,0.9562698006629944,1.3697916269302368,0.41352182626724243,2.011654853820801,2.616729497909546,0.6050746440887451,1.9620972275733948,2.6781563758850098,0.716059148311615,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,12,5,97,85,8,8,1.0583992004394531,1.2371397018432617,0.1787405014038086,2.009108543395996,2.5119988918304443,0.5028903484344482,2.062953472137451,2.493139147758484,0.4301856756210327,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,12,10,97,85,8,8,1.0557228326797485,1.2357972860336304,0.18007445335388184,2.005582809448242,2.509793758392334,0.5042109489440918,2.0585142374038696,2.4906941652297974,0.43217992782592773,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,12,15,97,85,8,8,1.0559594631195068,1.2356791496276855,0.1797196865081787,2.0062994956970215,2.509058952331543,0.5027594566345215,2.0591092109680176,2.490208625793457,0.43109941482543945,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
