scene_index,target_interaction_gnn_ade_snr5,target_interaction_gnn_fde_snr5,proposed_ade_snr5,proposed_fde_snr5,ade_gain_snr5,fde_gain_snr5,target_error_cv_snr5,target_interaction_gnn_ade_snr20,target_interaction_gnn_fde_snr20,proposed_ade_snr20,proposed_fde_snr20,ade_gain_snr20,fde_gain_snr20,target_error_cv_snr20,median_distance_score,imbalance_score,selection_score,eligible
729,1.021148681640625,1.734788417816162,0.8829326033592224,1.782808780670166,0.13535352957547592,-0.02768081822592194,0.44329190254211426,0.9827810525894165,1.139681100845337,0.8367722630500793,1.1538126468658447,0.14856695614413346,-0.012399561605457882,0.5215907692909241,0.2229414225704295,0.48244133591651917,0.3435517565495593,False
429,0.722176194190979,1.1862983703613281,0.775414764881134,1.378828763961792,-0.07371964226790356,-0.16229508394403516,0.36795100569725037,0.746753454208374,1.414184808731079,0.8868160247802734,2.001274585723877,-0.18756199892021708,-0.4151436031331593,0.07387099415063858,0.2921058537116392,0.22091099992394447,0.34733360369262534,False
642,1.2247647047042847,2.5099616050720215,1.2684602737426758,2.705568313598633,-0.035676704978970845,-0.07793215168365038,0.3130286931991577,0.7587549090385437,1.6402119398117065,0.7878077626228333,1.8361331224441528,-0.03829016885189432,-0.11944869920587073,0.18497507274150848,0.2860523669172614,0.2490018829703331,0.34830283765984466,False
271,0.6898847222328186,1.2573636770248413,0.8567715883255005,1.65647292137146,-0.2419054382775008,-0.3174175074716538,0.6619460582733154,0.7992367148399353,2.0076231956481934,0.8012434244155884,2.0119409561157227,-0.0025107825233666396,-0.0021506826962791885,0.4158647656440735,0.21402851494107233,0.5389054119586945,0.34875486793074595,False
338,0.9636451601982117,2.1039786338806152,0.9002215266227722,2.0074572563171387,0.06581637743336341,0.04587564531748634,0.5455971956253052,0.9126567244529724,2.351658582687378,0.8722466826438904,2.3633170127868652,0.044277372561192685,-0.004957535156385045,0.5699697732925415,0.2098154653413521,0.5577834844589233,0.3492613364560829,False
545,1.3078755140304565,2.3468213081359863,1.2567120790481567,2.3162784576416016,0.039119499091033794,0.013014561606586096,0.49251455068588257,0.9189686179161072,1.57450532913208,0.9704664349555969,1.8757874965667725,-0.05603871126336002,-0.19135036373663414,0.4238576591014862,0.2355070585281373,0.4581861048936844,0.3500535847515584,False
1036,0.9735510945320129,1.8185598850250244,0.9977501034736633,1.9725303649902344,-0.024856434426056374,-0.08466615877380977,0.9502609372138977,1.1215651035308838,1.7690961360931396,1.1264265775680542,1.9066126346588135,-0.0043345446660792465,-0.07773263179996784,0.3886253237724304,0.18337583120792922,0.6694431304931641,0.35073661383122023,False
335,1.216800332069397,2.8237922191619873,1.2417385578155518,2.8554444313049316,-0.02049492023374341,-0.011209115149533813,0.1510019153356552,0.7871358394622803,1.8006666898727417,0.7728765606880188,1.7391772270202637,0.018115397698067567,0.0341481647871343,0.32268601655960083,0.29159117764118586,0.23684396594762802,0.35080216912809287,False
371,1.4168596267700195,2.1685590744018555,1.2996593713760376,1.9864907264709473,0.08271832521698745,0.08395821450293087,0.39424893260002136,1.000853180885315,1.943683385848999,0.9991210103034973,1.885441780090332,0.0017306939867897683,0.029964553992021244,0.7972100377082825,0.20378448098296073,0.5957294851541519,0.35271685227149874,True
336,1.2016795873641968,2.092942714691162,1.0979547500610352,1.9322044849395752,0.0863165509290834,0.07680010954112793,0.23552337288856506,0.5439648032188416,1.0755044221878052,0.5091771483421326,1.0312976837158203,0.06395203268825028,0.04110326053523698,0.22997398674488068,0.3027760763755246,0.23274867981672287,0.36096324632970533,False
588,0.8022428750991821,1.8386023044586182,0.7486116290092468,1.780486822128296,0.06685163278427972,0.03160851163375135,0.3561476171016693,0.9383072257041931,2.2395358085632324,0.9373750686645508,2.155884027481079,0.0009934454452727426,0.03735228557734912,0.34415677189826965,0.2771618364734371,0.3501521944999695,0.3646998850984295,False
410,1.4604564905166626,2.4521021842956543,1.361879825592041,2.258242607116699,0.06749715966529637,0.07905852309928903,0.5145636796951294,0.971114456653595,1.8076132535934448,0.9117030501365662,1.6187496185302734,0.06117858313195864,0.1044823247936028,0.5008876323699951,0.23925367896891217,0.5077256560325623,0.3661850929770527,True
938,0.9013997912406921,1.7574498653411865,0.933824360370636,1.8862810134887695,-0.03597135194064609,-0.07330573161048443,0.2132187783718109,0.6515663862228394,1.0466841459274292,0.6467936038970947,1.0511928796768188,0.00732508985525277,-0.004307635466661837,0.46025562286376953,0.28337644143516705,0.3367372006177902,0.3675607415896146,False
1095,0.9411203265190125,1.5906803607940674,0.7936649918556213,1.459938406944275,0.15668063956156858,0.08219247378180121,0.295282781124115,0.9934415817260742,2.21795654296875,0.8987793326377869,2.093235969543457,0.09528718228586185,0.05623219887723933,0.31856200098991394,0.291648206713257,0.30692239105701447,0.3683788044775106,True
777,0.998768150806427,2.2785065174102783,1.1089228391647339,2.4844436645507812,-0.11029054968299261,-0.09038251396997034,0.29034093022346497,0.8053680658340454,2.2567172050476074,0.8949309587478638,2.378316640853882,-0.11120740530116045,-0.053883329082745735,0.5316780805587769,0.2706370386234147,0.4110095053911209,0.37338941497119493,False
647,0.9558324813842773,1.2781264781951904,0.980596661567688,1.3528053760528564,-0.02590849407790171,-0.05842840996699964,0.13141530752182007,0.6454650163650513,1.5452269315719604,0.6126406192779541,1.5197765827178955,0.05085387473351909,0.01647029852642698,0.5287672877311707,0.29132219839480167,0.33009129762649536,0.3738450228014255,False
958,1.0659868717193604,1.7860335111618042,1.2005034685134888,1.9323508739471436,-0.12618973118980611,-0.08192307807828353,0.7888733744621277,0.7269721031188965,1.0551481246948242,0.7504021525382996,1.1521811485290527,-0.03222964033816726,-0.09196151854252022,0.47502076625823975,0.2182807716122318,0.6319470703601837,0.37626753920227773,False
820,1.0879652500152588,2.8943724632263184,0.9618245959281921,2.59426212310791,0.11594180428584233,0.10368753293896364,0.2209518700838089,1.0038681030273438,2.6068320274353027,0.8836321234703064,2.3423166275024414,0.11977268646592541,0.10147005911734992,0.41609877347946167,0.2987018505716653,0.3185253217816353,0.37833318101707414,True
127,1.0960001945495605,1.7210965156555176,1.0549373626708984,1.6493234634399414,0.037466080829974956,0.041701933367891235,0.5616176724433899,0.7111096382141113,1.267863392829895,0.6127962470054626,1.1147353649139404,0.13825349274628598,0.1207764407284999,0.22078195214271545,0.28081045884497097,0.3911998122930527,0.37861041191823414,False
